Country,injury_severity,aircraft_damage,aircraft_category,number_of_engines,engine_type,flight_purpose,weather_condition,fatal_injuries,serious_injuries,minor_injuries,uninjured,Year,make_model
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2008,Cessna 172SP
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,IMC,1.0,0.0,0.0,0.0,2008,CESSNA 140
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2008,William P. Crowell Genesis
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Cessna 172RG
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Sonex Waiex
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2008,Piper PA-44-180
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Instructional,VMC,0.0,3.0,0.0,0.0,2008,Piper PA-44-180
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2008,Cessna 140
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2008,Piper PA-28-140
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Plocher SHA-Glasair
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2008,Christen Industries Eagle II
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2008,Cessna 177RG
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2008,Piper PA-28-235
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Piper J3C-65
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Business,VMC,0.0,0.0,0.0,1.0,2008,Cessna P210N
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Maule M-7-235
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Beech 23
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Maule M-7-260C
Iceland,Fatal,Substantial,Airplane,2.0,Reciprocating,Ferry,Unknown,1.0,0.0,0.0,0.0,2008,CESSNA 310N
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Other Work Use,VMC,0.0,0.0,0.0,2.0,2008,Beech A45
United States,Fatal,Destroyed,Airplane,2.0,Reciprocating,Positioning,VMC,1.0,0.0,0.0,0.0,2008,Piper PA-23-250
United States,Non-Fatal,Unknown,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,0.0,0.0,43.0,2008,"Bombardier, Inc. CL-600"
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Prop,Unknown,VMC,0.0,0.0,0.0,2.0,2008,Cessna 425
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Cessna 182
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Fan,Business,VMC,0.0,0.0,0.0,2.0,2008,BEECHCRAFT 390
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2008,Cessna 172P
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Glider Tow,VMC,0.0,0.0,0.0,1.0,2008,Cessna 305-A
United States,Non-Fatal,Unknown,Airplane,2.0,Turbo Jet,Unknown,VMC,0.0,0.0,1.0,52.0,2008,Embraer EMB-145LR
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Cessna 182K
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2008,Munson RV-6A
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,IMC,1.0,0.0,0.0,0.0,2008,LANCAIR LC41
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,1.0,2008,Steven Hardie AIR CAM
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Cessna 150G
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Clutton Eric Fred S1
United States,Fatal,Destroyed,Airplane,2.0,Reciprocating,Personal,IMC,2.0,0.0,0.0,0.0,2008,Cessna 414A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2008,Piper PA-22
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Piper PA-32-300
United States,Non-Fatal,Minor,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,0.0,0.0,132.0,2008,EMBRAER ERJ170
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2008,Wilson RV-7
United States,Non-Fatal,Minor,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,0.0,0.0,148.0,2008,McDonnell Douglas MD-88
United States,Non-Fatal,Minor,Airplane,2.0,Turbo Prop,Unknown,VMC,0.0,0.0,0.0,1.0,2008,Hawker Beechcraft Corp. 99
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Piper PA-30
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Aviat A-1B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Raytheon A36
Iceland,Fatal,Substantial,Airplane,1.0,Reciprocating,Ferry,Unknown,1.0,0.0,0.0,0.0,2008,PIPER AIRCRAFT INC PA-28-161
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Jet,Positioning,VMC,0.0,0.0,0.0,5.0,2008,Learjet 35A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,1.0,2008,Christer Vans RV9-A
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Prop,Executive/corporate,IMC,0.0,3.0,2.0,15.0,2008,Raytheon Aircraft Company 1900D
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Business,IMC,2.0,0.0,0.0,0.0,2008,BEECH A36
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,1.0,2008,CESSNA 210
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Hardy Midget Mustang M-1
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,RANS S-4 Coyote I
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Cessna 140
United States,Non-Fatal,Unknown,Airplane,2.0,Turbo Fan,Unknown,IMC,0.0,0.0,1.0,102.0,2008,Boeing 737-700
United States,Non-Fatal,Unknown,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,6.0,0.0,136.0,2008,BOEING 737-300
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Shaffer KR-2
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2008,Waco CTO
Mexico,Non-Fatal,Minor,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,0.0,0.0,403.0,2008,Boeing 777-2Q8
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2008,Piper PA 32-300
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,3.0,1.0,2008,Bartle Lancair IV-P
United States,Non-Fatal,Minor,Airplane,1.0,Turbo Fan,Unknown,VMC,0.0,1.0,0.0,124.0,2008,Airbus Industrie A320
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Cessna 180
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Unknown,VMC,0.0,0.0,0.0,1.0,2008,CESSNA 210L
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2008,CESSNA 170B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,2.0,1.0,0.0,2008,Cessna 177B
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,3.0,0.0,0.0,0.0,2008,MOONEY M20C
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Beech B-55
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Cessna 170B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2008,Piper PA-28-161
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,3.0,0.0,1.0,0.0,2008,Ulrich Christen Velocity XL RG
United States,Non-Fatal,Minor,Airplane,2.0,Turbo Fan,Unknown,IMC,0.0,0.0,0.0,244.0,2008,BOEING 737-3H4
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Diamond Aircraft Industries DA 20
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2008,Cessna 172
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Cessna 140
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Piper PA-22-135
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Great Lakes 2T-1A-2
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Cessna 182Q
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2008,Piper PA-38-112
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,North American T-28D
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,1.0,0.0,2008,RAYTHEON AIRCRAFT COMPANY B36TC
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Morrison Vans RV-8
United States,Fatal,Destroyed,Airplane,2.0,Turbo Jet,Unknown,VMC,5.0,0.0,0.0,0.0,2008,CESSNA 500
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2008,Piper PA-18-150
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Piper PA-28R-200
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2008,Cessna 185
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,3.0,2008,Maule M-4
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Piper PA24-260
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Maule MT-7-235
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,ROCKWELL 112TCA
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2008,MAULE M-4
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Piper PA-24
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,1.0,0.0,2008,Cessna 172M
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Fan,Business,VMC,0.0,0.0,0.0,2.0,2008,Cessna 525B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2008,American Champion (ACAC) 7GCAA
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Cessna 172N
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2008,Ritter RV-10
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Diamond Aircraft Industries DA 20-C1
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2008,Cessna 172R
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2008,Aircraft Mfg & Dev. Co. CH 2000
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Piper PA-22
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,IMC,2.0,0.0,0.0,0.0,2008,Cessna T210M
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Unknown,VMC,0.0,0.0,0.0,1.0,2008,CESSNA 402C
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Public Aircraft,VMC,0.0,0.0,0.0,1.0,2008,CESSNA 180
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,IMC,0.0,2.0,0.0,1.0,2008,Cessna 180
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,1.0,0.0,0.0,2008,Cessna 172M
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Spartan 7W
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Aerial Observation,VMC,4.0,0.0,0.0,0.0,2008,CESSNA 172
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2008,CESSNA 150F
United States,Non-Fatal,Substantial,Airplane,1.0,Turbo Prop,Aerial Application,VMC,0.0,0.0,0.0,1.0,2008,Air Tractor AT602
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2008,J&J Ultralights Sea Wing
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2008,Stinson 108
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,4.0,2008,Beech C23
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Flight Test,VMC,0.0,1.0,0.0,0.0,2008,Air Tractor AT-301
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2008,Cirrus Design Corp SR22
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Unknown,VMC,0.0,0.0,0.0,4.0,2008,Cessna 402B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2008,Piper PA-28-181
United States,Fatal,Unknown,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2008,Cessna 182B
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2008,MOONEY M20C
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2008,Cessna 150
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Piper PA-28-181
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Quad City Ultralight Aircraft Challenger I
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Banner Tow,VMC,0.0,0.0,0.0,1.0,2008,Piper PA-25-260
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2008,Jenkins RV-7A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,2.0,0.0,0.0,2008,Cessna 150L
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Cessna 180H
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2008,Cirrus SR22
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Unknown,VMC,0.0,0.0,0.0,1.0,2008,Piper PA-31-350
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Ercoupe (Eng & Research Corp.) 415-D
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Business,VMC,0.0,0.0,0.0,2.0,2008,PIPER PA32
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Prop,Personal,VMC,0.0,0.0,0.0,6.0,2008,Beech F90
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Cessna 210N
United States,Fatal,Substantial,Airplane,2.0,Reciprocating,Instructional,VMC,2.0,0.0,0.0,0.0,2008,BEECH BE-76
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2008,Diamond Aircraft Industries DA 20-C1
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2008,Cessna 206
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,"Rans, Inc. S12XL"
United States,Non-Fatal,Substantial,Airplane,1.0,Turbo Prop,Aerial Application,VMC,0.0,1.0,0.0,0.0,2008,Gulfstream-Schweizer G-164B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Maule M-8-235
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,4.0,2008,Piper PA32-301FT
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,1.0,2008,Grumman-Schweizer G-164B
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Cessna 180
Bahamas,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,2.0,0.0,0.0,0.0,2008,Mooney M20C
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2008,PIPER PA 28-161
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Aerial Application,VMC,0.0,1.0,0.0,0.0,2008,Grumman G-164A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,1.0,2008,Ayres S2R-600
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Piper PA-34-200T
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,1.0,0.0,0.0,2008,PIPER PA-28-181
United States,Non-Fatal,Minor,Airplane,2.0,Turbo Prop,Unknown,VMC,0.0,0.0,0.0,13.0,2008,Raytheon Aircraft Company 1900D
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2008,Cessna 182
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Positioning,VMC,0.0,0.0,0.0,1.0,2008,Air Tractor At-301
United States,Non-Fatal,Substantial,Airplane,2.0,Reciprocating,Unknown,VMC,0.0,0.0,0.0,9.0,2008,CESSNA 402
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Cessna 172R
United States,Non-Fatal,Minor,Airplane,2.0,Turbo Fan,Unknown,VMC,0.0,0.0,0.0,118.0,2008,BOEING 737-524
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Flight Test,VMC,0.0,0.0,0.0,2.0,2008,Kenney RV6
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Douglas D. Turner Vans RV8
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2008,Piper PA-28-150
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,1.0,2008,Piper PA-28R-201
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,PIPER PA24-260
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2008,BEECH F33A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,3.0,2008,CESSNA P210N
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2008,Hatle Rans S-12
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Beechcraft 35-C33A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Thomas J. Dorsey Searey
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Grumman American AA5B
Portugal,Unknown,Unknown,Airplane,1.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,0.0,2008,BOEING 777-300ER
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Skydiving,VMC,0.0,0.0,0.0,1.0,2008,Cessna 182A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,4.0,2008,Piper PA-32-260
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2008,CESSNA 180K
Pakistan,Unknown,Minor,Airplane,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,0.0,2008,AIRBUS A321-231
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2008,Jihlavan KP 5 ASA
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Unknown,IMC,0.0,1.0,0.0,0.0,2008,PIPER PA-32
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,PIPER PA-22
United States,Non-Fatal,Minor,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Bennett Lancair 320
United States,Fatal,Substantial,Airplane,2.0,Reciprocating,Business,VMC,2.0,0.0,0.0,0.0,2008,BEECH 95-B55
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Piper PA-22/20
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Piper PA-28-140
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Koleno Titan T-51
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Fan,Positioning,VMC,0.0,0.0,0.0,2.0,2008,Cessna 750
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Prop,Positioning,IMC,0.0,0.0,0.0,2.0,2008,Raytheon Aircraft Company B300
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2008,Piper PA-28-236
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Prop,Positioning,VMC,0.0,0.0,0.0,2.0,2008,Fairchild Swearingen SA 227-AC
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,0.0,2008,BARDOUCHE QUAD CITY ULTRALIGHT
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,1.0,0.0,1.0,2008,Luscombe 8A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,1.0,0.0,2008,CESSNA P210N
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,2.0,0.0,0.0,2008,American Aviation Corp. (AAC) AA-1A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,1.0,2008,Cessna C-182
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,American Aviation Corp. (AAC) Grumman AA 1B
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,IMC,1.0,0.0,0.0,0.0,2008,Glasair Glasair III
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Business,VMC,0.0,0.0,0.0,2.0,2008,Piper PA-28-180
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Powell Vans RV-6A
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,1.0,2008,Hiller UH-12E
United States,Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,1.0,0.0,0.0,0.0,2008,Chech Aircraft Works SPOL SRO CH 601 XL RTF
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,IMC,2.0,0.0,0.0,0.0,2008,CARTWRIGHT H JR/COTTRELL M RV-10
United States,Non-Fatal,Unknown,Airplane,2.0,Turbo Fan,Unknown,IMC,0.0,1.0,1.0,146.0,2008,Boeing 737-823
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,1.0,0.0,0.0,2008,Piper PA-28-161
United States,Non-Fatal,Substantial,Airplane,2.0,Turbo Fan,Executive/corporate,VMC,0.0,0.0,0.0,5.0,2008,"Bombardier, Inc. CL-600-2B16"
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Instructional,VMC,0.0,0.0,0.0,2.0,2008,Cessna 177RG
United States,Non-Fatal,Substantial,Airplane,1.0,Reciprocating,Personal,VMC,0.0,0.0,0.0,2.0,2008,Piper J3C-65
United States,Fatal,Destroyed,Airplane,1.0,Reciprocating,Personal,IMC,1.0,0.0,0.0,0.0,2008,Cirrus Design Corp. SR22
